Title,Desc,Type,BodyPart,Equipment,Level,text
Dumbbell Crunch - Gethin Variation,"The dumbbell crunch is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the crunch far more difficult, providing a different stimulus to the core during training.",Strength,Abdominals,Dumbbell,Intermediate,"Dumbbell Crunch - Gethin Variation The dumbbell crunch is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the crunch far more difficult, providing a different stimulus to the core during training."
Single-arm dumbbell crunch,"The single-arm dumbbell crunch is a more difficult version of a highly popular abdominal movement. Adding a weight to one side makes the crunch far more difficult to your rectus abdominis or ""six-pack"" muscles, as well as the obliques and deep core muscles.",Strength,Abdominals,Dumbbell,Intermediate,"Single-arm dumbbell crunch The single-arm dumbbell crunch is a more difficult version of a highly popular abdominal movement. Adding a weight to one side makes the crunch far more difficult to your rectus abdominis or ""six-pack"" muscles, as well as the obliques and deep core muscles."
HM Alternating Dumbbell Plank Row,The HM alternating dumbbell plank row is a compound exercise targeting the upper back and deep core muscles. The plank position on the dumbbells forces the core to resist rotation while pulling the weight. It is usually performed for moderate reps per side as part of a full-body or upper-body circuit.,Strength,Abdominals,Dumbbell,Intermediate,HM Alternating Dumbbell Plank Row The HM alternating dumbbell plank row is a compound exercise targeting the upper back and deep core muscles. The plank position on the dumbbells forces the core to resist rotation while pulling the weight. It is usually performed for moderate reps per side as part of a full-body or upper-body circuit.
Dumbbell straight-legged hip raise,The dumbbell straight-legged hip raise works the hips and glutes. It requires and teaches body control and coordination.,Strength,Abdominals,Dumbbell,Intermediate,Dumbbell straight-legged hip raise The dumbbell straight-legged hip raise works the hips and glutes. It requires and teaches body control and coordination.
Seated leg tuck with dumbbell,The seated leg tuck with dumbbell is an ab exercise requiring only a bench and a dumbbell. It's commonly performed for high reps as a burnout at the end of a core workout.,Strength,Abdominals,Dumbbell,Intermediate,Seated leg tuck with dumbbell The seated leg tuck with dumbbell is an ab exercise requiring only a bench and a dumbbell. It's commonly performed for high reps as a burnout at the end of a core workout.
Dumbbell V-sit cross jab-,"The dumbbell V-sit cross jab is a hybrid movement that trains the abdominal and shoulder muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing a cardiovascular challenge.",Strength,Abdominals,Dumbbell,Intermediate,"Dumbbell V-sit cross jab- The dumbbell V-sit cross jab is a hybrid movement that trains the abdominal and shoulder muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing a cardiovascular challenge."
30 Hanging Leg Raise With Dumbbell,The 30 hanging leg raise with dumbbell is an advanced core exercise targeting the lower abdominals and hip flexors. The addition of a dumbbell held between the feet makes the leg raise far more difficult. It is usually performed for low to moderate reps by advanced lifters seeking serious core strength.,Strength,Abdominals,Dumbbell,Intermediate,30 Hanging Leg Raise With Dumbbell The 30 hanging leg raise with dumbbell is an advanced core exercise targeting the lower abdominals and hip flexors. The addition of a dumbbell held between the feet makes the leg raise far more difficult. It is usually performed for low to moderate reps by advanced lifters seeking serious core strength.
Dumbbell Get-Up Sit-Up,The dumbbell get-up sit-up is a weighted core exercise targeting the abdominal muscles and shoulder stabilizers. Keeping the dumbbell pressed overhead throughout the sit-up creates an intense mind-muscle connection. It can be performed for time or reps as part of the ab-focused portion of any workout.,Strength,Abdominals,Dumbbell,Expert,Dumbbell Get-Up Sit-Up The dumbbell get-up sit-up is a weighted core exercise targeting the abdominal muscles and shoulder stabilizers. Keeping the dumbbell pressed overhead throughout the sit-up creates an intense mind-muscle connection. It can be performed for time or reps as part of the ab-focused portion of any workout.
Holman Right Side Plank with Left Triceps Press,"The Holman right side plank with left triceps press is a hybrid exercise targeting the obliques, core stabilizers, and triceps. Holding a side plank while pressing a dumbbell creates immense lateral tension. It is usually performed for moderate reps per side to build unilateral strength and stability.",Strength,Abdominals,Dumbbell,Intermediate,"Holman Right Side Plank with Left Triceps Press The Holman right side plank with left triceps press is a hybrid exercise targeting the obliques, core stabilizers, and triceps. Holding a side plank while pressing a dumbbell creates immense lateral tension. It is usually performed for moderate reps per side to build unilateral strength and stability."
Holman Left Side Plank with Right Triceps Press,"The Holman left side plank with right triceps press is a hybrid exercise targeting the obliques, core stabilizers, and triceps. Holding a side plank while pressing a dumbbell creates immense lateral tension. It is usually performed for moderate reps per side to build unilateral strength and stability.",Strength,Abdominals,Dumbbell,Intermediate,"Holman Left Side Plank with Right Triceps Press The Holman left side plank with right triceps press is a hybrid exercise targeting the obliques, core stabilizers, and triceps. Holding a side plank while pressing a dumbbell creates immense lateral tension. It is usually performed for moderate reps per side to build unilateral strength and stability."
Holman Boat with Feet Push-Out and Overhead Press,The Holman boat with feet push-out and overhead press is a complex core exercise targeting the entire abdominal wall and shoulders. Balancing in a boat pose while manipulating the dumbbell and legs requires extreme core control. It is typically performed for moderate reps in advanced core circuits.,Strength,Abdominals,Dumbbell,Intermediate,Holman Boat with Feet Push-Out and Overhead Press The Holman boat with feet push-out and overhead press is a complex core exercise targeting the entire abdominal wall and shoulders. Balancing in a boat pose while manipulating the dumbbell and legs requires extreme core control. It is typically performed for moderate reps in advanced core circuits.
